title,price,published_date,year,link,vin
New Listing2018 Cadillac XT5 Luxury,"ILS 111,930.83",Nov-10 09:01,2018,https://www.ebay.com/itm/354386106376?hash=item52830ed808:g:Mc8AAOSw0aNjWrY-&amdata=enc%3AAQAHAAAAoGd2zeeq9Ozqmoa80poT7wBF40zhn3NEFDq9OgjTOBzgqiN%2BSOtRdU2MQ9P9ZMU%2B3qW1nuR8f0R%2F1bkccshRVHrYg2WGN5SlPVFoiJUAc1l28WWWwcQnMX7sPE9JFYTU9U5GRVVUlK4DhPL31So8rJnzKa36pTFetvAaDEGIfvNs1ApcyWYpS%2BTk7o0OChM%2FH%2FgnJYL5fHIT%2FltjeQ6fqpc%3D%7Ctkp%3ABk9SR56WntWMYQ,1GYKNCRS3JZ218229
New Listing2017 Cadillac Escalade ESV Armored Limo ,"ILS 337,601.32",Nov-10 08:11,2017,https://www.ebay.com/itm/275534807457?hash=item40272781a1:g:lZcAAOSw74ti21Hn&amdata=enc%3AAQAHAAAAoODw%2FE19KHF3sFAJLV9SkrlMMwJ4aYF%2B9zHQnppikCCD3ROWYm%2FNYjNB8DuydV3yPJ9ht2%2FqLDZj8o6gjqw1fdY%2FrV%2FE2beL%2F%2BxGg4z1PDdsEtIy%2BDbh%2Fxfl%2Ba8Ts5umZLq8aVicH042WbtRxt31TOiGPg8mwNMD79Q6vwPsYegPtFhMTkZ5cGRCcPammixV8%2BNq843zo%2BglRTG7lhIFVmg%3D%7Ctkp%3ABk9SR56WntWMYQ,1GYS4KKJ3HR248212
New Listing1990 Cadillac Allante ,"ILS 3,553.70",Nov-10 07:58,1990,https://www.ebay.com/itm/165770978857?hash=item2698b86629:g:T2AAAOSwtwBjbR-6&amdata=enc%3AAQAHAAAAkB9LRaVJZi3DMvN5wDWgq5M03qOz%2BjVbEoNfW0xl7ntk0MtG3liz3jR81Lv6H0V9XkSIuaUVZ7Cgx2NAqP5lFEnx0rX5%2FJ5gk%2FqB2HHsQARpHiOrFoPZS046v0lKnqVuVke%2FrqGFx31dkzi4FqqybbSFWExXllBChuDe71CWgmuO6PbxQblOylnFywBY4fUcJg%3D%3D%7Ctkp%3ABk9SR56WntWMYQ,1G6VS3385LU126213
New Listing2004 Cadillac CTS Base 4dr Sedan,"ILS 124,379.44",Nov-10 07:53,2004,https://www.ebay.com/itm/394328607138?hash=item5bcfd109a2:g:dcQAAOSwLFhjSC4a&amdata=enc%3AAQAHAAAAoCs5%2FXoEyqJJkeyQdB8UebfCVB1QezVbeb6BNKhoSeMJ7uING4gu%2BgdBThV1905%2F1QpnwFIZzshgC%2FyBZJ16CScsuApFRNCPIgpxs8G9d4Vb%2BSciXjIWIanTZexfYiiKqP%2Fe1KCuXhbKOhmS3JHvdDUpAWMqmyTi5GfdqDUdaRF7gPUZxHHN0CES8j9dJTcpYU%2F8xikDEaS26h9PcjI5UDY%3D%7Ctkp%3ABk9SR56WntWMYQ,1G6DN57S040170245
New Listing2016 Cadillac Escalade Premium,"ILS 149,251.77",Nov-10 07:13,2016,https://www.ebay.com/itm/325418893914?hash=item4bc47a425a:g:F7QAAOSwLEljZrgK&amdata=enc%3AAQAHAAAAoMggXZvpIae8x4hIs5tbsS8RIrOGkYpO8aYqA7GzfKhZUljVOEp8jGcfqebmeCRl8H4IJ5%2BwTNWnRHdZFN6II1JyJ9A2ZQn%2FGWdffRIULCTVk7yocG80WK7sk4Q%2FToin4JdOp3mnjuhg8GTkdcRu%2FvCeakvg6SLnVCcRgcBHqwT4hIXGp89E0g1hgJsBSLBfYf%2Buegj4Dle5Zk6WR%2BNAHZY%3D%7Ctkp%3ABk9SR56WntWMYQ,1GYS4CKJ6GR154961
New Listing2020 Cadillac Escalade PREMIUM LUXURY DVD NAVIGATION LOADED 1FL OWNER WAR,"ILS 227,418.91",Nov-10 07:09,2020,https://www.ebay.com/itm/204148597688?hash=item2f883463b8:g:mPoAAOSwgONjJDqE&amdata=enc%3AAQAHAAAAoJt5AZLvR2VF%2B%2FtWyqOgfO8CgiSULFI1SC6vl1%2BvT2Cte1D%2B2bORGiT3ZffgIEGbHGHXBkK2%2FK2qarLegMsU8b45lTRK34BDy2nuP%2BlL3Mlj4H9kC2ZOz1u77BVieGjvDEBiwtk%2FUwdnrp9FyzS%2B0IjkKtPMmzHqjfo2p692pRX1c7%2BMX6Wa2moCYuSGJz3rZ1EorfvYLFr4sQpP5tKXnK8%3D%7Ctkp%3ABk9SR56WntWMYQ,1GYS3CKJXLR106165
New Listing2005 Cadillac DeVille ,"ILS 46,162.54",Nov-10 07:03,2005,https://www.ebay.com/itm/175484534921?hash=item28dbb18089:g:O8UAAOSwDtRjbRKe&amdata=enc%3AAQAHAAAAoGT5GNdGst3WvrZ9VOqEPdnKdN9JYiszJVpNbhPKZkmGwnV3ptmwaitdpraoZpJa8U6Pz4SAs2%2BHnm5CHkwIdIM%2BT9IfXYELPb0EUEje8Dd6zEzPCxPS9JDJljKxRDfMpm937dzH9k8D0dmrzjnhUEi1VLFs%2B9tk9KjmFq8ntxZHkIotZ3YizQUhpPcYo7grBtsEWUuglhiBmCzrnrjbJG4%3D%7Ctkp%3ABk9SR56WntWMYQ,1GEEH90Y05U550220
New Listing1958 CADILLAC Eldorado 2-Door Hardtop 1 of 855 Built! Matching # Rare Fac,"ILS 336,890.59",Nov-10 06:57,1958,https://www.ebay.com/itm/185652393104?hash=item2b39beb490:g:aigAAOSwrLZjKbo6&amdata=enc%3AAQAHAAAAoOSjPXgdXxDxsFXfThELxesuRHdwlqaZcIw7WCqi4F22yJmvqqQpoxEYeuWt%2BytZ5blWzBcDC6AxNjw0BT%2Bk%2FOXWPbjvNA2c25oHLEObzLVmGtXLFJwGyOLWh2zARU9H8H8TkRH4gF%2FBsaot%2FejrLjq5%2BinzmpmhBDTHAtXElbtlwPtorpRxG9sjDW1u4yI1RNiMhc5jwqS5UOrMeIdfMIA%3D%7Ctkp%3ABk9SR56WntWMYQ,58H001996
New Listing1984 Cadillac Seville ,"ILS 79,958.21",Nov-10 06:49,1984,https://www.ebay.com/itm/225245212173?hash=item3471a92e0d:g:yQcAAOSwbcJjRXf4&amdata=enc%3AAQAHAAAAoGh3nNIFwTgJ41aEPGbwOgnTZfDbuX63ik83kGVt1wBfRKc8lfYCea9Tz1BYDxpfuinZO9jCS473poGQRkL31Uh21Au%2FlRXQZNNZNBGw4zjIsv557u2mIHYWk6Gty%2BWM4tkmVPBoUYwbp9ub%2FPT%2BjwXJn0IpE5FDLuwf2JKw90GOVJXicPnFdqd9sBziWmfwoHZ5SaV%2Fb4wJC62ynWG3ntQ%3D%7Ctkp%3ABk9SR56WntWMYQ,1G6AS6988EE822892
New Listing2021 Escalade Sport 4WD Driver Assist Tech Package,"ILS 374,915.16",Nov-10 06:24,2021,https://www.ebay.com/itm/265982875354?hash=item3dedd096da:g:B2YAAOSwKmRjbQmC&amdata=enc%3AAQAHAAAAoJNWnrFLkQ%2Br2E4SvnUaOKp51j%2BPbC67YXh7XQNFQyCh1mfWAQBZayoc5g0sM25y5a61pPB7bFnEM3i988kYR%2FFSkBE1TCW5iM%2B7zA7vheTpcfbT7tn2o%2BteO9R3KdNIDeQvwLrz0Z6zzoFHtyr6xwPkiEwtfybgUKACHEzkJFSvNxdaD0OcSRf8rhzT99R4wDulypmh9iv2%2BwmaWfJFSdI%3D%7Ctkp%3ABk9SR56WntWMYQ,1GYS4FKLXMR294932
New Listing2022 Escalade ESV 4WD Sport Touring Package Super Cruise™,"ILS 453,096.51",Nov-10 06:22,2022,https://www.ebay.com/itm/265982874304?hash=item3dedd092c0:g:XaoAAOSwRchjbQk7&amdata=enc%3AAQAHAAAAoDXLVxcOln59W3HQmo4MnLbdc6K2pzmrnHK4YI7RMsXhBed0R8NBkf0xs9JYgIz%2FMZEPAJoOEp48GfLFOr6%2FmPRTzaoRNri9Q2YaQYrv0X5b819qwzLPUgsca%2BLJx8QnRI3JHSDZumqriLRQF4dW5GIKXY59lhuTdJNjWvnJWrwPaylqIdWCkL3KeXFCgKguiI5Q%2B4ps7iVwLDnNlOTsJEk%3D%7Ctkp%3ABk9SR56WntWMYQ,1GYS4PKL9NR246250
New Listing2022 Escalade Sport 4WD Touring Package Super Cruise™,"ILS 421,113.23",Nov-10 06:21,2022,https://www.ebay.com/itm/265982872317?hash=item3dedd08afd:g:H0oAAOSwARljbQjz&amdata=enc%3AAQAHAAAAoKhSXU%2FgQ0hjgshLYd8oorVTkRoMzHrhaL%2FG19qX3MbXmFguJopQrhK776Q%2B1CCbAnEA%2FPxz%2FFyocRbKIbyM%2BOov%2BAnBm0X7%2Ff3q2pziRF%2FpD%2FQAR1b2DYuWqjQMHBBuJGtuYDU3T%2Fa9wd79F9li31A9kiA5x45RGudFcA47SpraMqNWPLk3l2bAGx0%2Bc091z94eDUAvGW7CvTlyEUX1Pg8%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS4FKL8NR216456
New Listing2021 Escalade Sport ESV Driver Assist Tech Package,"ILS 355,014.45",Nov-10 06:20,2021,https://www.ebay.com/itm/265982867776?hash=item3dedd07940:g:sXwAAOSwmNNjbQin&amdata=enc%3AAQAHAAAAoKjlxDEGfKplgMFunBrV%2BVjJaw%2FH9rNUwH8W9H%2FzbzwD8XIels8T2StYfdmHQGXTB347B2YDzDauGFNPsRcvUJ9dpbTwtv1torGWGMRK07KdiNIy%2FSdA2AhG2v1tGWP4LhSukRC3t3l31unDLs%2Bte%2Frt66Qb0EUT2gp0%2FOBNBKwNGQV0odxqYE%2BiKo%2B7ooTHIu4R0KTAC3bZ6WHhIC4TFDs%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS3PKL7MR206699
New Listing2006 Cadillac SRX ,"ILS 1,776.85",Nov-10 06:18,2006,https://www.ebay.com/itm/385224132169?hash=item59b125c649:g:sJwAAOSwZgdjbQg7&amdata=enc%3AAQAHAAAAoIf16sLEXl5RDv%2Bjjyem9sGxc8qmvzzDr5KSKt7oeBApqEO0Rwekfzu6MLmcTAHINDdKBwSG3IwAV0CO165oI5AzeI3J37xsP6QenobSMrvCjjsJouAcqFEFcccrz0XD4LJON3UismpJQHhYQsIn8rZ1SE3ZTK%2BH0IPJvZmGN9158V6rGAHUrjHSEnuPRqhLqLjDCuqP%2Bg7RfJfbA1oTl6s%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYEE637X60176446
New Listing2015 Cadillac Escalade Premium,"ILS 1,776.85",Nov-10 05:36,2015,https://www.ebay.com/itm/385224052699?hash=item59b1248fdb:g:CMcAAOSwN75jIXDy&amdata=enc%3AAQAHAAAAkC3KkSzC1vMbMGgVyBQdDlADftUrl2nJsTbyzkSa19cF1nwf71bpj%2FBvCgNDKfR6hygr22Wdif88EnBGbpr4h1Mws1ZDaFt28W7iCrlbOM8BaVha7Sfq4FkBz2eCXX9OPImpWhqeTlfpgtdYeb5aoj2u56E7JeU37XPyng1P1iOgl4gLzEB1kt80Ea2TEg2i9w%3D%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS4CKJ7FR305594
New Listing2019 Cadillac XT5 FWD 4dr,"ILS 103,057.25",Nov-10 03:56,2019,https://www.ebay.com/itm/265982684310?hash=item3dedcdac96:g:tOgAAOSwwl5jZUoD&amdata=enc%3AAQAHAAAAoLHaUkmF6Jn6h%2BlX0hjWw8POCkoHyCznU37mud31M35yrCfD6Re1l%2FT2KnAlmgjV0p%2BMS6Lyt21yzzWL6eFllU%2B%2FR0YJiK3XoZI3tGe5wClHv5YnPypnsmAEvYGX5%2BGJ6wSBWh8nEAjbZRDYZw2a9bFQFcbZP5qHuMlvESMXJ3ADMxJKbI3%2BgyZsM%2B8WWlPhXizZxVhlHA8OQtLxyWxLp%2BM%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYKNARSXKZ119784
New Listing2015 Cadillac Escalade Premium 4x4 4dr SUV,"ILS 124,361.67",Nov-10 00:07,2015,https://www.ebay.com/itm/225244731908?hash=item3471a1da04:g:Zl0AAOSwI-9iNXzB&amdata=enc%3AAQAHAAAAoH7fhQpzkGodjAXMPfc6%2B9PgfQ3rEWdQ%2Fedc8bWl0A6RXzvups21tcpRnQsD88pGBvMHcr%2Bk1JujGl1uGzrbvntKvf6%2Bc%2B5kOm%2BdEM26fcSXQf6zZW63QFLUA8L6C8PrlqqEqZvncagWVwL7azjF%2ByNM6kwABFO5mj%2BFftYBLBsybM4B8Ds67vYkqFuPgKWWbzRTXj3qFJHh6koRHOUt1rM%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS4CKJ5FR297110
New Listing2017 Cadillac Escalade Luxury 4dr SUV,"ILS 138,576.46",Nov-10 00:07,2017,https://www.ebay.com/itm/225244731833?hash=item3471a1d9b9:g:1ygAAOSwFBtjLrOE&amdata=enc%3AAQAHAAAAoByNARbeu8u7doMwGx7YjFwDLYVihaFh4EOaamnFXhsQORGF86n8QDOt6AZMR5WW7OUj06djEJONbpmew%2FF1fGP%2BQeqWSkq4vr%2FcVhVqfPe0Hci2OzAbLv7J8gFxNjZFbrhAiHtnyMOr8X1EYmTEhNwKkTBPg%2FIXD8RLY3ZShjkL1v6N01YWBgZr5ocK%2BRFxSUTLJbtnZJPSVwY3o5hE2E0%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS3BKJ4HR149708
New Listing2016 Cadillac Escalade Luxury Collection 4dr SUV,"ILS 127,929.58",Nov-10 00:07,2016,https://www.ebay.com/itm/225244731752?hash=item3471a1d968:g:Nx4AAOSwiFNjPSwH&amdata=enc%3AAQAHAAAAoLtygZ5ROWe0ua4hsA3c8tc61cw1WkouXpmeqOxeaLQXk1RPtW%2BOXKH4VZraWgIT8IGagpRqRhKXaBlt432RIRPt3H5ium%2Fcm%2B5fuVBGr7i8l1OM7OMHs%2BDz4gbxHN8wMsozdn%2B33gVTh6obH9hczGXboKI1GJxQ8yWqvFCXpRSnUoKr1H1%2FHasaasNAiWKGxPhfmrDvMV2zdszplqFvekI%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS3BKJ5GR320108
New Listing1965 Cadillac DeVille ,"ILS 145,701.62",Nov-9 23:18,1965,https://www.ebay.com/itm/165770336062?hash=item2698ae973e:g:KwYAAOSwUMdjWjC8&amdata=enc%3AAQAHAAAAoEy7kYvEW26sVCWLXANgvU5f875BnNq84WSQJXWqZjtEqXj88S7s%2FEZJOdWkvuabpzPRyIfjc%2BjFTVRO6wx1srYJyzJFbuEyB7%2FvR1jzGsIv5rHTwQAjTJkl56Ca81qn%2BZ8vxrq2ZkoMSnKR6647IODvotlhz2%2Fa9X%2FEwrQpgvkxF2R7F%2F9D8Wha7brRfg49fcNSDomY3ape%2Fx%2FjfP%2BVjrA%3D%7Ctkp%3ABk9SR6CWntWMYQ,00000000000000000
2022 Cadillac CT5 V-Series,"ILS 401,560.78",Nov-9 22:04,2022,https://www.ebay.com/itm/354385042858?hash=item5282fe9daa:g:1NMAAOSwDiJi6Ixz&amdata=enc%3AAQAHAAAAoHX8fH7w0MXfNK1a42tVdRU6koCloX2sdroxtutpm20geWHiwPHrVPmCG%2B4zSVB%2BeFeswQ4JkkCDlJhgRRNeKrD41q0PXZsiYHo3AoooCQKAE%2BCzxXrto8s1lYFVr7gv%2FcN9b7HP2Et0RVKM%2FvN1ke1pGOuRpJRPXRnAUtAhBtBLSVtpPrrV9QGITPUuelc8TDMtlT%2Fb3b%2BPfbKsHlgG79U%3D%7Ctkp%3ABk9SR6CWntWMYQ,1G6D25R62N0860542
2016 Cadillac Escalade Luxury,"ILS 143,882.13",Nov-9 22:04,2016,https://www.ebay.com/itm/155248712291?hash=item24258b5a63:g:hUMAAOSwhAJjbGVg&amdata=enc%3AAQAHAAAAoH6ueB0idZByY6be9S276OGeVCbOTetqzZq14b2bf0uVTrL84nM9zvxOrwoCjK4qVlSte0IVCcgHWWHOy3IfTP2gf2zxJwFXqUQPzCFXE%2FubJw51CIL0rNYbkmV4eArxyNtdFzvsRkvlNIvFY7zSoF%2BmwTk4Ayn%2BTu%2FilYO6X0UYMz%2BpDbtRlYw9Cmzfqp5cq3ncR9gSdASIV43KHJ3uQ4Q%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS3HKJ9GR219124
2021 Cadillac CT5-V V-Series RWD Sedan Navigation Backup Camera Heated Seats,"ILS 191,668.71",Nov-9 21:54,2021,https://www.ebay.com/itm/304696382887?hash=item46f151d5a7:g:ArEAAOSwOLRi~RB4&amdata=enc%3AAQAHAAAAoKh40Wa3HoWltXTv0Dgi6ACsXEEHktn98bnuolJSr6cBSP8IL5mPdFEV4LCMTCMMI%2FjsSLBUdZHUDZmNZ964FHQArywIcF6VgVtcMaL151t0amsR6y29HlUiixtA69DkNp2OIhg9hFjRBe5RBuBSM6NpaS6rZMF%2FNx0Lp77M9ltb2Tu9fM6VBOIHWhCZkJHUJ740F%2FWYObhCWAOsAKmCMQA%3D%7Ctkp%3ABk9SR6CWntWMYQ,1G6DR5RW9M0105401
2017 Cadillac Escalade Premium Luxury 4x4 Black 6.2L New Tires 22s CLEAN,"ILS 138,594.23",Nov-9 21:16,2017,https://www.ebay.com/itm/134321791261?hash=item1f4633e11d:g:l~gAAOSwdPBjYZCi&amdata=enc%3AAQAHAAAAoHZMKr8iRJDTLP%2FlY2Jv7APstAecAKkhZHeRF7W95sWnPKQQ84ltI6fHDiPvNwlfAM388q2wT4XRZsW2DZXyPmEiGFYDqVDVwErrNQZKs9LZHgtp5O5QVAM58PCyUpQojdh8DAf8xQr5XCn88iOVCT9TgG%2F0ZUWDGMOHiegjGMsErFYPZal01sinWHJ0%2FdP8a%2FW1lcK6aRQLYlblLdeItmM%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS4CKJ9HR207962
"2011 Cadillac Escalade ESV Luxury Premium AWD Navi Camera 22"" Wheels","ILS 63,948.80",Nov-9 19:22,2011,https://www.ebay.com/itm/325418338688?hash=item4bc471c980:g:1mMAAOSwILVhk8a1&amdata=enc%3AAQAHAAAAoJArHNug04XbCFsj%2F4Rb76rwgYe5vRBKktTGyUISvpFexPTD0%2F%2FUW9uBJyJutn%2F46mDRO%2FNKSO7IxLYpf0F4lhfGvK%2B56eSuoZzmqP3ixw3Knt1xP1gvl4IV0%2BvSgVbFkT1%2FglFNEEhp3QWaU%2FMV5bXF%2F%2B1XqqhKnMZVNh%2B0AzlLOvCX7qRzStbg8QUfqlIv%2FveKYQ0heC%2BU%2FJ%2FanpNgbcw%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS4HEF9BR112586
2017 Cadillac Escalade Luxury Sport Utility 4D,"ILS 127,897.60",Nov-9 19:19,2017,https://www.ebay.com/itm/334622796582?hash=item4de912ab26:g:ML8AAOSwWkljbG27&amdata=enc%3AAQAHAAAAoJXAqGvCH%2FKCdlIio43lX82WS43vrP8es2H5g9mITJajehRNM1VHjpL9vvYGpFQnEcZoXXFvcoHmRX7J7jNOr5G4KtlKN8JNCUnMquzMVFDTQ%2FLlcM0i4eSB0Budwm7oDX7nfJ8VFKNHHeUW0tbeZkFDnTwy%2BBGzrE5pm7dr8EquDqIP2Ood7qXzm8D0Fyxnjrf30hYSnq9omp6L87ieSY4%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS3HKJ2HR130495
2021 Cadillac CT4 V-Series,"ILS 191,857.06",Nov-9 19:19,2021,https://www.ebay.com/itm/155248550251?hash=item242588e16b:g:cbgAAOSwFKBjZfUf&amdata=enc%3AAQAHAAAAoErIOxaAgKWERwUQ%2Fldc4Dfd9twzwM1ppl1lOLHSpzeZObD%2FFwa3MtaBX89Jpiii4I1nIEeLXpG1MqkWHKyveRHHpuawnYvG3%2FlJ97xFHnpB8GdLZ2bwA88ccEGkjZht5Hl0yKvdxGnls15bwqIHABa%2Fdiv5RlSalOxmvRKtoyOxz9dVBiya0DeZG4LLKpfTSpdCdI%2F9JQmBNnK%2Fw3vjdFo%3D%7Ctkp%3ABk9SR6CWntWMYQ,1G6DD5RL8M0130844
2017 Cadillac Escalade Luxury,"ILS 163,463.01",Nov-9 19:19,2017,https://www.ebay.com/itm/155248550155?hash=item242588e10b:g:Ys4AAOSwPERjbG2j&amdata=enc%3AAQAHAAAAoHWDKs258IdIGO1WMBSMHmr3myhAjp4A72xNOA0LoIuK%2BjCnPgXoURjyj1APqT7U2BPLynjns%2F1hcDnjbnuTHmMsQAjULQpcmgSJKFan9T1mQixQEJQfAVYClDtx4CSyfZrMRqRBWavS7OMIHKcer0LK0ZB2MABIn0WVzTfvUE84qJmc9EU%2FY%2Bp0FXQETvY0etOyzBYuTxvSnefDxq5EOlA%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYS3BKJ5HR243872
2019 Cadillac XT5 Luxury,"ILS 119,514.42",Nov-9 19:15,2019,https://www.ebay.com/itm/325418332104?hash=item4bc471afc8:g:Ns4AAOSwUVxjaWpR&amdata=enc%3AAQAHAAAAoDn%2FDzaq4LbPa%2BRsS5BTgGsqxB6fFQYHKagPfUuVOuPDqVW8xA49w7w7S%2B5QlrY1iWfzS1%2BlBxl6eFggGVSwwTz3Uj1WWBHGcSBe96zMnvSEJDUOAaSiKEtlPIsijnogvOG%2B10wPZsJgByJgExxM4H79ExySj81del4VGosli0mDyyJZboIDSMZTERciel0q3SbbNdkojIGFM4ZVNUGNVC8%3D%7Ctkp%3ABk9SR6CWntWMYQ,1GYKNDRS8KZ149612
2014 Cadillac CTS ,"ILS 148,892.85",Nov-9 19:15,2014,https://www.ebay.com/itm/155248546606?hash=item242588d32e:g:hmUAAOSw5DNjYyVe&amdata=enc%3AAQAHAAAAoD3UUb%2B6v6bCqxQM4WzD6Sf79LF0Poibrm9kMTqP0xRnubKoDy09NoArokpJnB6JfbLQ7ybp7VoVP9%2FWVpFSW6ydUOcwqg16TUGI2CzSDSJFjSZm%2BYlgW3x7mozeq8ttlWw2UlfRYgTNVnPvXDdvDmAE1V1SmJq5BFjnpXpbZ3XdQjBuKxlR3TJpMjqBBTEYUefDbkf%2FfhAWpY9xQMyNg%2FM%3D%7Ctkp%3ABk9SR6KWntWMYQ,1G6DV1EPXE0110112
